l1_r,l2_r,recovery,h_emp,l1,l2
118.96533199693636,0.4116012497660299,1,1.563111301777313,1.725066355696871,0.0059684569951223105
128.07804984285454,0.4116012497660299,1,1.5194336703735016,1.857206053044639,0.0059684569951223105
137.19076768877272,0.4116012497660299,1,1.4838671600482898,1.9893457503924072,0.0059684569951223105
146.3034855346909,0.4116012497660299,1,1.4545838476791195,2.1214854477401754,0.0059684569951223105
155.4162033806091,0.4116012497660299,1,1.4302267706032121,2.2536251450879434,0.0059684569951223105
164.52892122652727,0.4116012497660299,1,1.4097758168036474,2.3857648424357114,0.0059684569951223105
173.64163907244549,0.4116012497660299,1,1.3924550257232586,2.51790453978348,0.0059684569951223105
182.75435691836364,0.4116012497660299,1,1.3776675557577718,2.650044237131248,0.0059684569951223105
191.86707476428182,0.4116012497660299,1,1.3649494735022731,2.782183934479016,0.0059684569951223105
200.9797926102,0.4116012497660299,1,1.3539365340142249,2.914323631826784,0.0059684569951223105
210.0925104561182,0.4116012497660299,1,1.3443400388688493,3.0464633291745518,0.0059684569951223105
219.20522830203635,0.4116012497660299,1,1.335929108396905,3.1786030265223197,0.0059684569951223105
228.31794614795456,0.4116012497660299,1,1.3285175334058539,3.310742723870088,0.0059684569951223105
237.43066399387274,0.4116012497660299,1,1.3219539291401947,3.442882421217856,0.0059684569951223105
246.54338183979092,0.4116012497660299,0,1.3161142934478913,3.575022118565624,0.0059684569951223105
255.65609968570908,0.4116012497660299,0,1.3108963317154292,3.707161815913392,0.0059684569951223105
264.7688175316273,0.4116012497660299,0,1.3062150919198932,3.83930151326116,0.0059684569951223105
273.88153537754545,0.4116012497660299,0,1.301999579708142,3.9714412106089285,0.0059684569951223105
282.9942532234636,0.4116012497660299,0,1.29819011279995,4.103580907956696,0.0059684569951223105
292.1069710693818,0.4116012497660299,0,1.2947362376906943,4.235720605304464,0.0059684569951223105
301.2196889153,0.4116012497660299,0,1.2915950773790241,4.3678603026522325,0.0059684569951223105
310.3324067612181,0.4116012497660299,0,1.2887300119869671,4.5,0.0059684569951223105
0.5,0.5883680733598993,0,251.48749546534293,0.007250290175886264,0.008531678524172814
9.612717845918182,0.5883680733598993,1,13.12109766329732,0.13938998752365434,0.008531678524172814
18.725435691836363,0.5883680733598993,1,6.793703828139062,0.27152968487142237,0.008531678524172814
27.838153537754543,0.5883680733598993,1,4.634407983084038,0.4036693822191904,0.008531678524172814
36.95087138367273,0.5883680733598993,1,3.5598816500785224,0.5358090795669586,0.008531678524172814
46.06358922959091,0.5883680733598993,1,2.926642318795669,0.6679487769147266,0.008531678524172814
55.17630707550909,0.5883680733598993,1,2.516155612459526,0.8000884742624946,0.008531678524172814
64.28902492142727,0.5883680733598993,1,2.233574447290004,0.9322281716102627,0.008531678524172814
73.40174276734545,0.5883680733598993,1,2.0309192809576877,1.0643678689580307,0.008531678524172814
82.51446061326362,0.5883680733598993,1,1.8812029773151118,1.1965075663057987,0.008531678524172814
