lambda1,lambda2,exact_recovery,TP,FP,FN,conditional_bias,iterations,lambda1_ratio,lambda2_ratio
1.7355869048936752,0.003562247890262444,0,6,0,4,0.8259185416343547,5000,41.56778194515817,0.0853168130731548
1.7927439154610447,0.003562247890262444,0,6,0,4,0.854228681627109,5000,42.93670800999678,0.0853168130731548
1.849900926028414,0.003562247890262444,0,6,0,4,0.882538821619863,5000,44.30563407483538,0.0853168130731548
1.9070579365957834,0.003562247890262444,0,5,0,5,0.8864954535576496,5000,45.67456013967398,0.0853168130731548
1.964214947163153,0.003562247890262444,0,4,0,6,0.8891453988320867,5000,47.04348620451259,0.0853168130731548
2.0213719577305223,0.003562247890262444,0,3,0,7,0.8843749936534994,5000,48.412412269351194,0.0853168130731548
2.0785289682978916,0.003562247890262444,0,2,0,8,0.8705366373729071,5000,49.7813383341898,0.0853168130731548
2.135685978865261,0.003562247890262444,0,1,0,9,0.7879562067995388,5000,51.1502643990284,0.0853168130731548
2.1928429894326307,0.003562247890262444,0,1,0,9,0.8176505781685377,5000,52.51919046386701,0.0853168130731548
2.25,0.003562247890262444,0,1,0,9,0.8473449495375368,5000,53.888116528705616,0.0853168130731548
0.020876587872591997,0.004893900918477494,0,10,15,0,0.015385908123607923,5000,0.5,0.1172102679888243
0.07803359843996144,0.004893900918477494,1,10,0,0,0.04329853858978896,5000,1.8689260648386057,0.1172102679888243
0.13519060900733088,0.004893900918477494,1,10,0,0,0.07360616314007164,5000,3.2378521296772114,0.1172102679888243
0.1923476195747003,0.004893900918477494,1,10,0,0,0.10391378769035434,5000,4.606778194515817,0.1172102679888243
0.24950463014206975,0.004893900918477494,1,10,0,0,0.134221412240637,5000,5.975704259354422,0.1172102679888243
0.3066616407094392,0.004893900918477494,1,10,0,0,0.16452903679091965,5000,7.3446303241930275,0.1172102679888243
0.3638186512768086,0.004893900918477494,1,10,0,0,0.19483666134120262,5000,8.713556389031634,0.1172102679888243
0.42097566184417806,0.004893900918477494,1,10,0,0,0.2251442858914853,5000,10.08248245387024,0.1172102679888243
0.4781326724115475,0.004893900918477494,1,10,0,0,0.25545191044176796,5000,11.451408518708844,0.1172102679888243
0.5352896829789169,0.004893900918477494,1,10,0,0,0.28575953499205065,5000,12.82033458354745,0.1172102679888243
